Soundfile,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruc.started,Instruc.stopped,Trigger.keys,Trigger.corr,Trigger.rt,Trigger.started,Trigger.stopped,Tone.started,Tone.stopped,Response.keys,Response.corr,Response.started,Response.stopped,Response_screen.started,Response_screen.stopped,jitter_pre_fb,jitter_post_fb,jitter_cross_pre_fb.started,jitter_cross_pre_fb.stopped,FB_text.started,FB_text.stopped,jitter_cross_post_fb.started,jitter_cross_post_fb.stopped,Response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,11.034787221695296,None,5,1,22.885850193088118,11.034787221695296,None,,,,,,,,,,,,,,,,,,Subj_011,Run3,2021_Oct_13_1154,Tone_Learning,2021.1.4,59.989682076509176,
stimuli/null.wav,0,0,0,0,41,,,,,,,,33.98469404005609,34.285027873094805,None,0,34.00151256483514,None,34.00151256483514,None,2.8,2.8,35.98500317093749,None,38.78502504190328,None,39.534977265520865,None,,Subj_011,Run3,2021_Oct_13_1154,Tone_Learning,2021.1.4,59.989682076509176,
stimuli/ma4-iN.wav,4,0,1,1,35,,,,,,,,42.335757719248974,42.635935482776404,4,1,42.33598085264384,None,42.33598085264384,None,2.5,2.3,44.33573701615023,None,46.85295987067184,None,47.602941114018904,None,1.4417400653455843,Subj_011,Run3,2021_Oct_13_1154,Tone_Learning,2021.1.4,59.989682076509176,
stimuli/lu3-aN.wav,3,0,2,2,10,,,,,,,,50.10300534670914,None,3,1,50.10316831725322,None,50.10316831725322,None,3.4,2.7,52.1030617936176,None,55.50308387692348,None,56.253327359516334,None,1.1082319058459689,Subj_011,Run3,2021_Oct_13_1154,Tone_Learning,2021.1.4,59.989682076509176,
stimuli/di2-iN.wav,2,0,3,3,25,,,,,,,,59.65315002066909,None,2,1,59.65404839358234,None,59.65404839358234,None,3.1,2.7,61.653409251774065,None,64.75328736891606,None,65.50337407420011,None,1.4402823548716697,Subj_011,Run3,2021_Oct_13_1154,Tone_Learning,2021.1.4,59.989682076509176,
stimuli/di1-iN.wav,1,0,4,4,24,,,,,,,,68.60320211461821,None,4,0,68.60382303062397,None,68.60382303062397,None,2.8,2.1,70.60333464983887,None,73.40526934554146,None,74.17016956014595,None,1.1969561844580312,Subj_011,Run3,2021_Oct_13_1154,Tone_Learning,2021.1.4,59.989682076509176,
stimuli/bu3-aN.wav,3,0,5,5,2,,,,,,,,76.97017851379478,77.27016800299134,3,1,76.9701709049641,None,76.9701709049641,None,2.8,1.6,78.97025654854951,None,81.7707558294278,None,82.52031416332647,None,1.386401214014768,Subj_011,Run3,2021_Oct_13_1154,Tone_Learning,2021.1.4,59.989682076509176,
stimuli/mi4-aN.wav,4,0,6,6,19,,,,,,,,85.32031320779951,None,4,1,85.320378148288,None,85.320378148288,None,2.6,2.1,87.32036045333189,None,89.92129425154599,None,90.6713622001771,None,1.3583182572310761,Subj_011,Run3,2021_Oct_13_1154,Tone_Learning,2021.1.4,59.989682076509176,
stimuli/di3-iN.wav,3,0,7,7,26,,,,,,,,93.27159191609626,None,3,1,93.27152095932252,None,93.27152095932252,None,3.4,2.1,95.2717269286095,None,98.67197833854334,None,99.4218481036678,None,1.0178177589405095,Subj_011,Run3,2021_Oct_13_1154,Tone_Learning,2021.1.4,59.989682076509176,
stimuli/mi2-iN.wav,2,0,8,8,37,,,,,,,,102.82187354901525,None,2,1,102.82196220074366,None,102.82196220074366,None,2.8,3.0,104.82195052207317,None,107.62191718477516,None,108.37209908892328,None,1.1901811397256097,Subj_011,Run3,2021_Oct_13_1154,Tone_Learning,2021.1.4,59.989682076509176,
stimuli/lu1-iN.wav,1,0,9,9,28,,,,,,,,111.17202841526868,None,4,0,111.17252829777499,None,111.17252829777499,None,3.4,1.7,113.17220731127418,None,116.5738435284602,None,117.33886159147187,None,1.1291968896512117,Subj_011,Run3,2021_Oct_13_1154,Tone_Learning,2021.1.4,59.989682076509176,
stimuli/ma2-aN.wav,2,0,10,10,13,,,,,,,,120.73890013108557,None,None,0,120.73890420092539,None,120.73890420092539,None,3.2,3.0,122.73896613327088,None,125.94054424022215,None,126.70563945324102,None,,Subj_011,Run3,2021_Oct_13_1154,Tone_Learning,2021.1.4,59.989682076509176,
stimuli/di1-aN.wav,1,0,11,11,4,,,,,,,,129.9056779220753,130.20576190233623,1,1,129.9057354306824,None,129.9057354306824,None,3.1,2.9,131.90599554653454,None,135.006789908497,None,135.75652448415713,None,1.5304834545077028,Subj_011,Run3,2021_Oct_13_1154,Tone_Learning,2021.1.4,59.989682076509176,
