Soundfile,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruc.started,Instruc.stopped,Trigger.keys,Trigger.corr,Trigger.rt,Trigger.started,Trigger.stopped,Tone.started,Tone.stopped,Response.keys,Response.corr,Response.started,Response.stopped,Response_screen.started,Response_screen.stopped,jitter_pre_fb,jitter_post_fb,jitter_cross_pre_fb.started,jitter_cross_pre_fb.stopped,FB_text.started,FB_text.stopped,jitter_cross_post_fb.started,jitter_cross_post_fb.stopped,Response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,11.21738999650006,None,5,1,21.070586191070106,11.21738999650006,None,,,,,,,,,,,,,,,,,,Subj_006,Run3,2021_Oct_07_1906,Tone_Learning,2021.1.4,59.99828015239946,
stimuli/null.wav,0,0,0,0,44,,,,,,,,32.367825473653646,32.66806947958321,None,0,32.38455299139969,None,32.38455299139969,None,3.1,1.3,34.35141914485757,None,37.45144989774417,None,38.201430345419794,None,,Subj_006,Run3,2021_Oct_07_1906,Tone_Learning,2021.1.4,59.99828015239946,
stimuli/ma1-iN.wav,1,0,1,1,32,,,,,,,,41.301362823547244,41.601436927741815,4,0,41.301470299400535,None,41.301470299400535,None,3.1,2.2,43.30146888384843,None,46.41824067301059,None,47.168176530771234,None,1.2392064976720576,Subj_006,Run3,2021_Oct_07_1906,Tone_Learning,2021.1.4,59.99828015239946,
stimuli/di1-aN.wav,1,0,2,2,4,,,,,,,,50.26814227439136,50.56819337584966,4,0,50.268322651218114,None,50.268322651218114,None,3.0,2.8,52.26824479580864,None,55.26953082561158,None,56.019424924559644,None,1.1490644433979469,Subj_006,Run3,2021_Oct_07_1906,Tone_Learning,2021.1.4,59.99828015239946,
stimuli/di3-iN.wav,3,0,3,3,26,,,,,,,,59.01933408145269,59.31943897392193,3,1,59.01982552602931,None,59.01982552602931,None,2.8,1.6,61.019431648435784,None,63.83639570507148,None,64.58638110718312,None,0.9306807287684933,Subj_006,Run3,2021_Oct_07_1906,Tone_Learning,2021.1.4,59.99828015239946,
stimuli/mi4-aN.wav,4,0,4,4,19,,,,,,,,67.38606773915998,None,1,0,67.38682955433796,None,67.38682955433796,None,3.1,1.4,69.38634083470242,None,72.48804229388952,None,73.25292214352885,None,1.2145178396822303,Subj_006,Run3,2021_Oct_07_1906,Tone_Learning,2021.1.4,59.99828015239946,
stimuli/mi4-iN.wav,4,0,5,5,39,,,,,,,,76.35290522767318,None,2,0,76.35293095534689,None,76.35293095534689,None,3.9,1.6,78.35293980255119,None,82.25295363958139,None,83.00295284333333,None,1.0897188039562025,Subj_006,Run3,2021_Oct_07_1906,Tone_Learning,2021.1.4,59.99828015239946,
stimuli/lu4-iN.wav,4,0,6,6,31,,,,,,,,86.90270703257337,None,1,0,86.90287785441797,None,86.90287785441797,None,3.4,3.0,88.90369144344368,None,92.30406642340495,None,93.05408049046127,None,1.481344251493283,Subj_006,Run3,2021_Oct_07_1906,Tone_Learning,2021.1.4,59.99828015239946,
stimuli/ma2-aN.wav,2,0,7,7,13,,,,,,,,96.45405957566763,None,2,1,96.45409308888156,None,96.45409308888156,None,3.5,1.8,98.45395896524496,None,101.9556188779552,None,102.72085403137135,None,0.8802116676251899,Subj_006,Run3,2021_Oct_07_1906,Tone_Learning,2021.1.4,59.99828015239946,
stimuli/bu3-aN.wav,3,0,8,8,2,,,,,,,,106.22081574066542,106.52084454716714,3,1,106.22086942550959,None,106.22086942550959,None,2.4,1.4,108.22087367216773,None,110.62085477453729,None,111.37086813381757,None,1.2038849141354149,Subj_006,Run3,2021_Oct_07_1906,Tone_Learning,2021.1.4,59.99828015239946,
stimuli/bu2-aN.wav,2,0,9,9,1,,,,,,,,113.77089924059109,None,1,0,113.7709879603699,None,113.7709879603699,None,2.5,2.7,115.77089276443803,None,118.2876187604652,None,119.03754046269569,None,1.3003813853374595,Subj_006,Run3,2021_Oct_07_1906,Tone_Learning,2021.1.4,59.99828015239946,
stimuli/bu2-iN.wav,2,0,10,10,21,,,,,,,,121.53725445023301,121.8375783995125,4,0,121.5373244139355,None,121.5373244139355,None,2.3,2.6,123.53762238781928,None,125.83755291956004,None,126.58758149603455,None,1.4670510600553825,Subj_006,Run3,2021_Oct_07_1906,Tone_Learning,2021.1.4,59.99828015239946,
stimuli/lu2-aN.wav,2,0,11,11,9,,,,,,,,128.88844285997,129.1884936075403,1,0,128.888526625311,None,128.888526625311,None,3.9,1.8,130.8884830970601,None,134.78854400122327,None,135.53855594495144,None,1.4664105223710067,Subj_006,Run3,2021_Oct_07_1906,Tone_Learning,2021.1.4,59.99828015239946,
stimuli/di1-iN.wav,1,0,12,12,24,,,,,,,,139.43853485321378,139.73857923079595,4,0,139.4385768597458,None,139.4385768597458,None,2.6,1.3,141.43847458604796,None,144.03864070118107,None,144.7886289343969,None,0.9954550135516911,Subj_006,Run3,2021_Oct_07_1906,Tone_Learning,2021.1.4,59.99828015239946,
stimuli/lu4-aN.wav,4,0,13,13,11,,,,,,,,147.38877923072468,147.68872770460075,1,0,147.38887608993173,None,147.38887608993173,None,2.7,2.9,149.38866764976774,None,152.08867058704163,None,152.83871225737857,None,1.032904880861679,Subj_006,Run3,2021_Oct_07_1906,Tone_Learning,2021.1.4,59.99828015239946,
stimuli/bu1-iN.wav,1,0,14,14,20,,,,,,,,155.5386792042187,None,2,0,155.5387109479925,None,155.5387109479925,None,3.9,2.1,157.53879092673196,None,161.43872938556888,None,162.18881316860643,None,1.0133405243414018,Subj_006,Run3,2021_Oct_07_1906,Tone_Learning,2021.1.4,59.99828015239946,
