Soundfile,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruc.started,Instruc.stopped,Trigger.keys,Trigger.corr,Trigger.rt,Trigger.started,Trigger.stopped,Tone.started,Tone.stopped,Response.keys,Response.corr,Response.started,Response.stopped,Response_screen.started,Response_screen.stopped,jitter_pre_fb,jitter_post_fb,jitter_cross_pre_fb.started,jitter_cross_pre_fb.stopped,FB_text.started,FB_text.stopped,jitter_cross_post_fb.started,jitter_cross_post_fb.stopped,Response.rt,participant,session,Group_ID,date,expName,psychopyVersion,frameRate,
stimuli/mi2-aN.wav,2,0,11,11,17,,,,,,,,202.60601038997993,202.9058648000937,2,1,202.60762559995055,None,202.60762559995055,None,3.9,1.7,204.6222459001001,None,208.52196780010127,None,209.2717436000239,None,1.3105193001683801,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/ma1-iN.wav,1,0,12,12,32,,,,,,,,213.17199338995852,213.4724022001028,1,1,213.1724187999498,None,213.1724187999498,None,2.1,2.3,215.17265920015052,None,217.2739643000532,None,218.0235816000495,None,1.4321391000412405,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/bu1-iN.wav,1,0,13,13,20,,,,,,,,220.13855759007856,None,None,0,220.13902890007012,None,220.13902890007012,None,2.6,1.8,222.1394168001134,None,224.7419643001631,None,225.50732360011898,None,,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/bu3-aN.wav,3,0,14,14,2,,,,,,,,228.1074337901082,228.40640130010433,2,0,228.11048300005496,None,228.11048300005496,None,3.6,2.3,230.12300710007548,None,233.7385695001576,None,234.48969790013507,None,1.399698699824512,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/ma2-aN.wav,2,0,15,15,13,,,,,,,,238.0893021901138,238.38997260015458,2,1,238.09187460015528,None,238.09187460015528,None,2.5,1.8,240.10524490009993,None,242.60608209995553,None,243.35666449996643,None,1.5742615000344813,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/ma3-aN.wav,3,0,16,16,14,,,,,,,,245.85770788998343,None,3,1,245.86084780003875,None,245.86084780003875,None,2.9,1.7,247.8730500000529,None,250.77406019996852,None,251.52347060013562,None,1.5642140998970717,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/lu2-aN.wav,2,0,17,17,9,,,,,,,,254.42354179010727,254.72220800002106,2,1,254.42697410006076,None,254.42697410006076,None,3.8,1.4,256.44007520005107,None,260.25621220003814,None,261.0075513999909,None,1.967749899951741,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/bu4-aN.wav,4,0,18,18,3,,,,,,,,264.82420898997225,265.1229183000978,4,1,264.82956500002183,None,264.82956500002183,None,3.3,1.4,266.8396157999523,None,270.1411548999604,None,270.9057193000335,None,1.248650399968028,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/ma4-aN.wav,4,0,19,19,15,,,,,,,,274.20684479014017,None,None,0,274.2089251000434,None,274.2089251000434,None,3.5,1.4,276.2248402000405,None,279.7289059001487,None,280.49091140017845,None,,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/lu1-aN.wav,1,0,20,20,8,,,,,,,,283.99058038997464,284.29085070011206,1,1,283.99274500017054,None,283.99274500017054,None,3.1,1.3,286.0061478000134,None,289.1113736999687,None,289.8726745999884,None,1.1667913999408484,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/bu2-aN.wav,2,0,21,21,1,,,,,,,,292.97333349008113,293.2727922999766,2,1,292.9736457001418,None,292.9736457001418,None,3.4,2.9,294.9757840000093,None,298.3905595999677,None,299.15673810010776,None,0.8568768000695854,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/lu4-aN.wav,4,0,22,22,11,,,,,,,,302.55720869009383,302.85653380001895,4,1,302.56025490001775,None,302.56025490001775,None,3.0,2.9,304.5729481000453,None,307.5729751000181,None,308.32345290016383,None,1.0869901000987738,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/ma2-iN.wav,2,0,23,23,33,,,,,,,,311.3232785901055,311.6238909000531,1,0,311.3245536000468,None,311.3245536000468,None,3.7,2.1,313.34037450002506,None,317.05004300014116,None,317.8072530000936,None,1.7565700998529792,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/null.wav,0,0,24,24,40,,,,,,,,321.50791838997975,321.82258970011026,None,0,321.5194598999806,None,321.5194598999806,None,2.6,2.9,323.52358640008606,None,326.1263038001489,None,326.88944820011966,None,,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/di3-iN.wav,3,0,25,25,26,,,,,,,,329.4895884899888,329.7912184000015,2,0,329.4931875001639,None,329.4931875001639,None,2.8,2.9,331.5068239001557,None,334.30678470013663,None,335.05869480012916,None,1.8920758999884129,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/mi2-iN.wav,2,0,26,26,37,,,,,,,,337.8581910901703,None,None,0,337.86994670005515,None,337.86994670005515,None,2.6,1.5,339.8731827000156,None,342.47599760000594,None,343.24070210009813,None,,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/lu1-iN.wav,1,0,27,27,28,,,,,,,,345.84043699014,346.1404667000752,1,1,345.8403622000478,None,345.8403622000478,None,3.0,2.0,347.8402042000089,None,350.84185860003345,None,351.60629840008914,None,1.0889461000915617,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/null.wav,0,0,28,28,43,,,,,,,,354.60778358997777,354.90735310013406,None,0,354.6100604000967,None,354.6100604000967,None,3.3,2.8,356.6242504999973,None,359.92615090007894,None,360.6897362000309,None,,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/null.wav,0,0,29,29,41,,,,,,,,363.9897360901814,364.29016430000775,None,0,363.99046770017594,None,363.99046770017594,None,2.6,1.1,365.99084120010957,None,368.5908621000126,None,369.34066980006173,None,,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/di1-iN.wav,1,0,30,30,24,,,,,,,,371.9406136900652,372.2407617000863,1,1,371.9430285000708,None,371.9430285000708,None,3.5,1.9,373.95683909999207,None,377.46465250011533,None,378.2235209001228,None,0.9513340000994503,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/bu1-aN.wav,1,0,31,31,0,,,,,,,,381.72421389003284,382.02403840003535,1,1,381.73801019997336,None,381.73801019997336,None,3.1,1.2,383.74062010017224,None,386.8401423001196,None,387.59076110017486,None,1.654233899898827,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/di4-iN.wav,4,0,32,32,27,,,,,,,,390.68996208999306,390.9915942000225,None,0,390.6904823000077,None,390.6904823000077,None,3.8,1.6,392.6917377000209,None,396.5088202999905,None,397.2564018999692,None,,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/lu2-iN.wav,2,0,33,33,29,,,,,,,,401.0576296900399,None,2,1,401.0595560001675,None,401.0595560001675,None,2.9,2.4,403.0731588001363,None,405.9767473000102,None,406.7408942000475,None,1.4400548001285642,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/di2-iN.wav,2,0,34,34,25,,,,,,,,409.6412712901365,409.94076599995606,2,1,409.64098350005224,None,409.64098350005224,None,3.4,2.8,411.6404256001115,None,415.0404535999987,None,415.79041710007004,None,1.780207100091502,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/ma3-iN.wav,3,0,35,35,34,,,,,,,,419.1901860900689,419.49027980002575,None,0,419.19205190008506,None,419.19205190008506,None,2.1,1.4,421.1940870000981,None,423.31429910007864,None,424.0754715001676,None,,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/lu3-aN.wav,3,0,36,36,10,,,,,,,,426.1754161901772,None,2,0,426.1875269000884,None,426.1875269000884,None,3.7,1.7,428.19059010013007,None,431.8930152000394,None,432.65783200017177,None,1.82180740009062,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/mi4-iN.wav,4,0,37,37,39,,,,,,,,436.35781209007837,None,4,1,436.3609683001414,None,436.3609683001414,None,2.7,2.1,438.37384130014107,None,441.07746980013326,None,441.8414094001055,None,1.2985805000644177,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/lu4-iN.wav,4,0,38,38,31,,,,,,,,444.5572529900819,None,4,1,444.55786460009404,None,444.55786460009404,None,3.5,2.0,446.5570318000391,None,450.0570680000819,None,450.80747130000964,None,1.5318987998180091,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/ma1-aN.wav,1,0,39,39,12,,,,,,,,454.30779569013976,None,1,1,454.30773160001263,None,454.30773160001263,None,3.0,1.9,456.30921980016865,None,459.3233332000673,None,460.073281200137,None,1.0016981998924166,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/null.wav,0,0,40,40,44,,,,,,,,463.0750991899986,463.3746599999722,None,0,463.0775616001338,None,463.0775616001338,None,3.2,2.1,465.0919002001174,None,468.30722080008127,None,469.05837910017,None,,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/lu3-iN.wav,3,0,41,41,30,,,,,,,,472.2737197901588,472.57383400015533,2,0,472.27375170006417,None,472.27375170006417,None,2.4,2.9,474.27373290015385,None,476.6764041001443,None,477.4413503999822,None,1.8138230999466032,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/di2-aN.wav,2,0,42,42,5,,,,,,,,479.84225629013963,480.1415089999791,None,0,479.84333100006916,None,479.84333100006916,None,3.8,1.5,481.85873920004815,None,485.67880049999803,None,486.4419664000161,None,,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/mi1-aN.wav,1,0,43,43,16,,,,,,,,490.25761078996584,None,1,1,490.2577907999512,None,490.2577907999512,None,3.5,2.9,492.2577184000984,None,495.7586491999682,None,496.50768800009973,None,1.0436823000200093,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
stimuli/mi3-iN.wav,3,0,44,44,38,,,,,,,,500.00850619003177,None,None,0,500.01167410006747,None,500.01167410006747,None,3.3,2.0,502.02427639998496,None,505.32460650010034,None,506.075257900171,None,,Subj_047,Run1,group_mand,2022_Jul_29_1506,Tone_Learning,2021.1.4,59.946108442914394,
