Soundfile,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruc.started,Instruc.stopped,Trigger.keys,Trigger.corr,Trigger.rt,Trigger.started,Trigger.stopped,Tone.started,Tone.stopped,Response.keys,Response.corr,Response.started,Response.stopped,Response_screen.started,Response_screen.stopped,jitter_pre_fb,jitter_post_fb,jitter_cross_pre_fb.started,jitter_cross_pre_fb.stopped,FB_text.started,FB_text.stopped,jitter_cross_post_fb.started,jitter_cross_post_fb.stopped,Response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,9.942787960635087,None,5,1,23.667883017938493,9.942787960635087,None,,,,,,,,,,,,,,,,,,Subj_009,Run3,2021_Oct_12_1052,Tone_Learning,2021.1.4,59.98573418027564,
stimuli/null.wav,0,0,0,0,41,,,,,,,,33.67714717673416,33.9779064319041,None,0,33.69367306233153,None,33.69367306233153,None,3.2,1.3,35.64572610189998,None,38.86107760866116,None,39.61107583916555,None,,Subj_009,Run3,2021_Oct_12_1052,Tone_Learning,2021.1.4,59.98573418027564,
stimuli/di1-aN.wav,1,0,1,1,4,,,,,,,,42.81111947492682,43.11087800955784,1,1,42.81115058265959,None,42.81115058265959,None,3.1,2.0,44.81113961178653,None,47.92764709462972,None,48.67787500566237,None,0.9681066114017085,Subj_009,Run3,2021_Oct_12_1052,Tone_Learning,2021.1.4,59.98573418027564,
stimuli/ma4-aN.wav,4,0,2,2,15,,,,,,,,51.77798743941239,52.077985209848066,2,0,51.778061722837265,None,51.778061722837265,None,2.9,1.5,53.777960507689386,None,56.67950789619681,None,57.44470927895145,None,0.8153846317181888,Subj_009,Run3,2021_Oct_12_1052,Tone_Learning,2021.1.4,59.98573418027564,
stimuli/lu1-iN.wav,1,0,3,3,28,,,,,,,,60.344725027462665,60.64501865756165,3,0,60.345045624674185,None,60.345045624674185,None,3.7,2.0,62.344826915018984,None,66.0449802241169,None,66.79473744932147,None,1.3267529331155856,Subj_009,Run3,2021_Oct_12_1052,Tone_Learning,2021.1.4,59.98573418027564,
stimuli/mi2-aN.wav,2,0,4,4,17,,,,,,,,70.49520859521871,None,4,0,70.4956197906049,None,70.4956197906049,None,3.0,2.0,72.49496826232689,None,75.4950953121106,None,76.24503444146194,None,1.3653449242369788,Subj_009,Run3,2021_Oct_12_1052,Tone_Learning,2021.1.4,59.98573418027564,
stimuli/lu4-iN.wav,4,0,5,5,31,,,,,,,,79.24514843236838,None,2,0,79.24520714423215,None,79.24520714423215,None,2.8,2.7,81.24520997542504,None,84.0452700674955,None,84.79515646587834,None,1.1560942843880184,Subj_009,Run3,2021_Oct_12_1052,Tone_Learning,2021.1.4,59.98573418027564,
stimuli/di1-iN.wav,1,0,6,6,24,,,,,,,,87.59526401582079,None,1,1,87.59539527700372,None,87.59539527700372,None,2.3,2.7,89.59525407125557,None,91.89745454519698,None,92.66230202883298,None,1.185573373196803,Subj_009,Run3,2021_Oct_12_1052,Tone_Learning,2021.1.4,59.98573418027564,
stimuli/null.wav,0,0,7,7,44,,,,,,,,94.96266261664513,95.26264693891426,None,0,94.96269761726808,None,94.96269761726808,None,3.5,2.4,96.96261763606708,None,100.4628699661389,None,101.21286890444162,None,,Subj_009,Run3,2021_Oct_12_1052,Tone_Learning,2021.1.4,59.98573418027564,
stimuli/mi4-aN.wav,4,0,8,8,19,,,,,,,,104.71307597081577,None,3,0,104.71310884804416,None,104.71310884804416,None,3.6,2.2,106.71301754207161,None,110.31465312223963,None,111.079693480895,None,1.5775509756290376,Subj_009,Run3,2021_Oct_12_1052,Tone_Learning,2021.1.4,59.98573418027564,
