Soundfile,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruc.started,Instruc.stopped,Trigger.keys,Trigger.corr,Trigger.rt,Trigger.started,Trigger.stopped,Tone.started,Tone.stopped,Response.keys,Response.corr,Response.rt,Response.started,Response.stopped,Response_screen.started,Response_screen.stopped,jitter_pre_fb,jitter_post_fb,jitter_cross_pre_fb.started,jitter_cross_pre_fb.stopped,FB_text.started,FB_text.stopped,jitter_cross_post_fb.started,jitter_cross_post_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,10.455113117400288,None,5,1,24.628835355606043,10.455113117400288,None,,,,,,,,,,,,,,,,,,Subj_004,Run3,2021_Oct_06_1113,Tone_Learning,2021.1.4,60.09269793751815,
stimuli/mi2-iN.wav,2,0,0,0,37,,,,,,,,35.15683487149209,35.45692996024809,1,0,1.8764886592416588,35.15831729351976,None,35.15831729351976,None,3.4,1.4,37.14026316972195,None,40.55713447008111,None,41.30705174958712,None,Subj_004,Run3,2021_Oct_06_1113,Tone_Learning,2021.1.4,60.09269793751815,
stimuli/di3-aN.wav,3,0,1,1,6,,,,,,,,44.7070701869679,45.00715802109244,1,0,1.9040824465873811,44.70714361799446,None,44.70714361799446,None,2.3,1.4,46.70690616151796,None,49.00719836392136,None,49.75743980159814,None,Subj_004,Run3,2021_Oct_06_1113,Tone_Learning,2021.1.4,60.09269793751815,
stimuli/ma4-iN.wav,4,0,2,2,35,,,,,,,,52.05721904846855,None,1,0,1.877363107756537,52.05727195419604,None,52.05727195419604,None,2.5,1.2,54.057298849415474,None,56.5573276909995,None,57.30736564510835,None,Subj_004,Run3,2021_Oct_06_1113,Tone_Learning,2021.1.4,60.09269793751815,
stimuli/mi2-aN.wav,2,0,3,3,17,,,,,,,,59.80740138743927,None,1,0,1.800636355046663,59.807494635996136,None,59.807494635996136,None,3.7,1.8,61.80738917842564,None,65.50742821188214,None,66.25743820911839,None,Subj_004,Run3,2021_Oct_06_1113,Tone_Learning,2021.1.4,60.09269793751815,
stimuli/bu3-aN.wav,3,0,4,4,2,,,,,,,,69.95747565009465,None,2,0,1.915309077384336,69.95754448062326,None,69.95754448062326,None,3.1,1.7,71.95751298490586,None,75.05879224186174,None,75.80836413012912,None,Subj_004,Run3,2021_Oct_06_1113,Tone_Learning,2021.1.4,60.09269793751815,
stimuli/lu3-aN.wav,3,0,5,5,10,,,,,,,,78.90861022138684,79.20885730352074,3,1,1.9373493558064183,78.90851131067848,None,78.90851131067848,None,3.8,2.7,80.90873779673666,None,84.72552154607865,None,85.4751670423152,None,Subj_004,Run3,2021_Oct_06_1113,Tone_Learning,2021.1.4,60.09269793751815,
stimuli/mi1-iN.wav,1,0,6,6,36,,,,,,,,89.27589770757181,None,2,0,1.8861369653204747,89.27591699427512,None,89.27591699427512,None,3.8,1.2,91.27588125194416,None,95.07685061227312,None,95.82593060113277,None,Subj_004,Run3,2021_Oct_06_1113,Tone_Learning,2021.1.4,60.09269793751815,
stimuli/bu1-iN.wav,1,0,7,7,20,,,,,,,,99.62690403113352,None,4,0,1.8997463002260702,99.62709495180297,None,99.62709495180297,None,2.3,2.4,101.62691305518729,None,103.9274604082907,None,104.67702451109972,None,Subj_004,Run3,2021_Oct_06_1113,Tone_Learning,2021.1.4,60.09269793751815,
stimuli/bu1-aN.wav,1,0,8,8,0,,,,,,,,106.9769679603623,107.27704305464567,1,1,1.7958118481228666,106.97704422246443,None,106.97704422246443,None,2.8,1.2,108.97711818431799,None,111.77846973987016,None,112.54372118716901,None,Subj_004,Run3,2021_Oct_06_1113,Tone_Learning,2021.1.4,60.09269793751815,
stimuli/null.wav,0,0,9,9,44,,,,,,,,115.34374337572531,115.64376467957027,None,0,,115.34377540226933,None,115.34377540226933,None,3.3,1.3,117.34377681780734,None,120.6438524429177,None,121.39376158308096,None,Subj_004,Run3,2021_Oct_06_1113,Tone_Learning,2021.1.4,60.09269793751815,
stimuli/lu1-aN.wav,1,0,10,10,8,,,,,,,,124.69507881184013,124.99519920333523,3,0,1.8078205635893028,124.69514127244838,None,124.69514127244838,None,2.8,1.1,126.69515330452032,None,129.49720484354611,None,130.2617364898415,None,Subj_004,Run3,2021_Oct_06_1113,Tone_Learning,2021.1.4,60.09269793751815,
stimuli/bu2-aN.wav,2,0,11,11,1,,,,,,,,133.06213945808253,133.36184509698387,3,0,1.868225103077748,133.06204090125902,None,133.06204090125902,None,3.5,2.7,135.0620384240674,None,138.56216281445722,None,139.31184051417995,None,Subj_004,Run3,2021_Oct_06_1113,Tone_Learning,2021.1.4,60.09269793751815,
stimuli/mi4-aN.wav,4,0,12,12,19,,,,,,,,142.81215157862556,None,1,0,1.916677548613734,142.8121871440144,None,142.8121871440144,None,3.1,1.2,144.81219068285918,None,147.9122614243638,None,148.66231601104255,None,Subj_004,Run3,2021_Oct_06_1113,Tone_Learning,2021.1.4,60.09269793751815,
stimuli/lu4-aN.wav,4,0,13,13,11,,,,,,,,151.7622949195283,None,None,0,,151.76234994856304,None,151.76234994856304,None,2.9,1.7,153.7634413282558,None,156.6801117991804,None,157.4300786225117,None,Subj_004,Run3,2021_Oct_06_1113,Tone_Learning,2021.1.4,60.09269793751815,
