Soundfile,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruc.started,Instruc.stopped,Trigger.keys,Trigger.corr,Trigger.rt,Trigger.started,Trigger.stopped,Tone.started,Tone.stopped,Response.keys,Response.corr,Response.rt,Response.started,Response.stopped,Response_screen.started,Response_screen.stopped,jitter_pre_fb,jitter_post_fb,jitter_cross_pre_fb.started,jitter_cross_pre_fb.stopped,FB_text.started,FB_text.stopped,jitter_cross_post_fb.started,jitter_cross_post_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,9.63995693828656,None,5,1,22.700070637064528,9.63995693828656,None,,,,,,,,,,,,,,,,,,Subj_023,Run4,2021_Oct_25_1047,Tone_Learning,2021.1.4,60.004841648493745,
stimuli/ma2-iN.wav,2,0,0,0,33,,,,,,,,32.406165030264674,None,1,0,1.2220095324646536,32.40583824536952,None,32.40583824536952,None,2.3,2.5,34.389759819825485,None,36.70659147145852,None,37.45658439359704,None,Subj_023,Run4,2021_Oct_25_1047,Tone_Learning,2021.1.4,60.004841648493745,
stimuli/lu3-aN.wav,3,0,1,1,10,,,,,,,,39.756549004285716,40.05660626419103,3,1,1.216326363054577,39.75674661819721,None,39.75674661819721,None,3.0,2.7,41.75695789238216,None,44.773646783535696,None,45.52361953376658,None,Subj_023,Run4,2021_Oct_25_1047,Tone_Learning,2021.1.4,60.004841648493745,
stimuli/bu2-aN.wav,2,0,2,2,1,,,,,,,,48.52380235494593,None,2,1,1.946309815013592,48.52383045405895,None,48.52383045405895,None,2.2,1.2,50.523863012224865,None,52.723890828222466,None,53.473936834327105,None,Subj_023,Run4,2021_Oct_25_1047,Tone_Learning,2021.1.4,60.004841648493745,
stimuli/mi1-iN.wav,1,0,3,3,36,,,,,,,,55.673728462065355,55.97397611646193,1,1,0.7602271569076038,55.67374488270525,None,55.67374488270525,None,3.8,2.4,57.673900949565905,None,61.47419092957807,None,62.22384128318754,None,Subj_023,Run4,2021_Oct_25_1047,Tone_Learning,2021.1.4,60.004841648493745,
stimuli/lu2-iN.wav,2,0,4,4,29,,,,,,,,66.02418668286055,None,2,1,1.711211899868431,66.02425937250428,None,66.02425937250428,None,4.0,1.9,68.02404031267088,None,72.02443773463074,None,72.77428626838082,None,Subj_023,Run4,2021_Oct_25_1047,Tone_Learning,2021.1.4,60.004841648493745,
stimuli/bu2-iN.wav,2,0,5,5,21,,,,,,,,76.7740769759971,77.07404753209084,2,1,1.1560569513094379,76.77405163725052,None,76.77405163725052,None,3.7,1.8,78.77427883662585,None,82.47550528857846,None,83.2411162213275,None,Subj_023,Run4,2021_Oct_25_1047,Tone_Learning,2021.1.4,60.004841648493745,
stimuli/ma1-iN.wav,1,0,6,6,32,,,,,,,,86.94124581698316,None,1,1,0.9257142978476622,86.9412148159472,None,86.9412148159472,None,2.6,2.2,88.94125869869185,None,91.54151413873751,None,92.29162278392141,None,Subj_023,Run4,2021_Oct_25_1047,Tone_Learning,2021.1.4,60.004841648493745,
stimuli/bu1-aN.wav,1,0,7,7,0,,,,,,,,94.89177120669001,None,2,0,1.1931194686503659,94.89217903310691,None,94.89217903310691,None,2.4,1.6,96.89163226825622,None,99.30812588119352,None,100.0584263364417,None,Subj_023,Run4,2021_Oct_25_1047,Tone_Learning,2021.1.4,60.004841648493745,
stimuli/lu1-iN.wav,1,0,8,8,28,,,,,,,,102.4584174183351,102.75840566908391,1,1,1.1975080970742056,102.45842109882324,None,102.45842109882324,None,2.5,1.4,104.45859662980456,None,106.9753131246207,None,107.72530852401087,None,Subj_023,Run4,2021_Oct_25_1047,Tone_Learning,2021.1.4,60.004841648493745,
stimuli/ma3-iN.wav,3,0,9,9,34,,,,,,,,110.2253122752777,110.52534511655813,3,1,1.4122780382431301,110.22539452003548,None,110.22539452003548,None,2.2,2.5,112.22536196186957,None,114.42545737145156,None,115.17541242702737,None,Subj_023,Run4,2021_Oct_25_1047,Tone_Learning,2021.1.4,60.004841648493745,
stimuli/bu1-iN.wav,1,0,10,10,20,,,,,,,,117.37554060711,117.67547825114525,None,0,,117.37548271019841,None,117.37548271019841,None,3.2,1.9,119.37557861523055,None,122.57724531020813,None,123.34232186436475,None,Subj_023,Run4,2021_Oct_25_1047,Tone_Learning,2021.1.4,60.004841648493745,
stimuli/mi2-aN.wav,2,0,11,11,17,,,,,,,,126.54229185422946,None,2,1,1.7068048690025535,126.54233906357058,None,126.54233906357058,None,2.6,2.9,128.54230119700787,None,131.14432857984048,None,131.90920553828528,None,Subj_023,Run4,2021_Oct_25_1047,Tone_Learning,2021.1.4,60.004841648493745,
stimuli/di1-iN.wav,1,0,12,12,24,,,,,,,,134.50929415311975,None,1,1,1.5947810675679648,134.50928155452493,None,134.50928155452493,None,3.6,2.4,136.50990759143133,None,140.10973128188562,None,140.86000661072285,None,Subj_023,Run4,2021_Oct_25_1047,Tone_Learning,2021.1.4,60.004841648493745,
