Soundfile,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruc.started,Instruc.stopped,Trigger.keys,Trigger.corr,Trigger.rt,Trigger.started,Trigger.stopped,Tone.started,Tone.stopped,Response.keys,Response.corr,Response.started,Response.stopped,Response_screen.started,Response_screen.stopped,jitter_pre_fb,jitter_post_fb,jitter_cross_pre_fb.started,jitter_cross_pre_fb.stopped,FB_text.started,FB_text.stopped,jitter_cross_post_fb.started,jitter_cross_post_fb.stopped,Response.rt,participant,session,Group_ID,date,expName,psychopyVersion,frameRate,
stimuli/bu3-aN.wav,3,0,9,9,2,,,,,,,,149.69142601430713,149.99130876993559,3,1,149.69166358190932,None,149.69166358190932,None,2.5,2.7,151.691339770862,None,154.1915747550538,None,154.9416400481009,None,1.8308471250886669,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/di3-aN.wav,3,0,10,10,6,,,,,,,,157.44179140764732,157.74172547759463,None,0,157.44231031927416,None,157.44231031927416,None,3.1,1.8,159.44172604382175,None,162.5585276966383,None,163.30814177757043,None,,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/ma4-iN.wav,4,0,11,11,35,,,,,,,,166.40874746348004,None,4,1,166.40824398153813,None,166.40824398153813,None,2.6,1.3,168.4092766379706,None,171.01087757394384,None,171.77619489815334,None,1.0078362273429775,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/di4-aN.wav,4,0,12,12,7,,,,,,,,174.37629770373724,174.6760714606744,4,1,174.37606424128057,None,174.37606424128057,None,3.0,2.6,176.37600089463854,None,179.37608689035937,None,180.12610865470833,None,1.2659015996621292,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/lu4-aN.wav,4,0,13,13,11,,,,,,,,183.126173664642,None,4,1,183.12617058578303,None,183.12617058578303,None,2.1,3.0,185.12616704686434,None,187.22619670300196,None,187.97622306794506,None,1.1092290749054428,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/mi4-aN.wav,4,0,14,14,19,,,,,,,,190.0762628807788,None,4,1,190.0762594480277,None,190.0762594480277,None,3.7,2.8,192.07629979169928,None,195.7763920159166,None,196.52644209161394,None,1.1864634949936317,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/ma3-aN.wav,3,0,15,15,14,,,,,,,,200.22643476605253,None,None,0,200.2264670763791,None,200.2264670763791,None,3.8,3.0,202.2264635374604,None,206.04385498644228,None,206.79349419369623,None,,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/mi3-aN.wav,3,0,16,16,18,,,,,,,,210.59388280234202,None,3,1,210.59399013774168,None,210.59399013774168,None,2.7,2.1,212.5945103587685,None,215.2958309416142,None,216.0613075171584,None,1.2720433928036528,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/bu2-iN.wav,2,0,17,17,21,,,,,,,,218.76126020181732,219.06134078299283,None,0,218.76128118760448,None,218.76128118760448,None,2.8,2.9,220.76139584856537,None,223.57811879583346,None,224.32807509018926,None,,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/ma1-iN.wav,1,0,18,18,32,,,,,,,,227.12812254708706,227.4282045438299,None,0,227.12821395735318,None,227.12821395735318,None,2.3,2.7,229.12824863875494,None,231.4280003482295,None,232.1782500189331,None,,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/bu4-aN.wav,4,0,19,19,3,,,,,,,,234.47827942734625,None,4,1,234.47831279934826,None,234.47831279934826,None,2.7,1.9,236.47828059518952,None,239.17918641678125,None,239.92881253003657,None,1.9158774288482618,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/lu2-iN.wav,2,0,20,20,29,,,,,,,,242.6285496945559,None,None,0,242.62858483601713,None,242.62858483601713,None,2.9,1.6,244.6285154732136,None,247.5456364780398,None,248.2955984346654,None,,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/null.wav,0,0,21,21,40,,,,,,,,251.19559839927638,251.49562377332222,None,0,251.19564875808715,None,251.19564875808715,None,2.9,2.8,253.19564132635833,None,256.0957687982045,None,256.8457544655844,None,,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/lu3-aN.wav,3,0,22,22,10,,,,,,,,259.7458191924045,260.0459026047147,3,1,259.7459247583449,None,259.7459247583449,None,2.9,1.6,261.7458214219232,None,264.6467539977393,None,265.3957289499815,None,1.8666652275064735,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/di2-aN.wav,2,0,23,23,5,,,,,,,,268.2958902892783,268.5960232464481,3,0,268.29674150535675,None,268.29674150535675,None,2.4,3.0,270.295943479224,None,272.7126582162009,None,273.46266087039,None,1.7444794640096006,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/mi2-iN.wav,2,0,24,24,37,,,,,,,,275.8626838379712,None,None,0,275.8626860674899,None,275.8626860674899,None,2.5,1.7,277.86268996030026,None,280.3794626647632,None,281.12941825133544,None,,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/null.wav,0,0,25,25,42,,,,,,,,283.62944504094867,283.9295298688264,None,0,283.6295109710013,None,283.6295109710013,None,3.8,2.2,285.6294585950068,None,289.4301980166483,None,290.18020491753964,None,,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/lu1-aN.wav,1,0,26,26,8,,,,,,,,293.9803238605921,294.2802412976223,None,0,293.9804209331278,None,293.9804209331278,None,3.2,2.9,295.980308395518,None,299.18234207045134,None,299.94711652455544,None,,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/lu4-iN.wav,4,0,27,27,31,,,,,,,,303.1476672864492,303.4477977663762,4,1,303.14774595660856,None,303.14774595660856,None,3.6,1.6,305.14769818120817,None,308.7494424433826,None,309.51447240740595,None,0.8558559546906963,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/ma3-iN.wav,3,0,28,28,34,,,,,,,,313.1145592878563,None,3,1,313.11463901969114,None,313.11463901969114,None,3.7,1.9,315.1146036305056,None,318.8151980272653,None,319.5652134215609,None,1.1247716512807528,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/bu2-aN.wav,2,0,29,29,1,,,,,,,,323.2653791491166,323.5656660492432,None,0,323.2660077672183,None,323.2660077672183,None,4.0,2.3,325.2653615606914,None,329.28225388060105,None,330.0322476874935,None,,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/mi3-iN.wav,3,0,30,30,38,,,,,,,,334.0322709381885,334.3323253313665,3,1,334.0332283218236,None,334.0332283218236,None,3.3,1.1,336.03238322807397,None,339.3331176952297,None,340.082531473372,None,1.0709100187491458,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/null.wav,0,0,31,31,43,,,,,,,,343.3823864131007,343.68244823800774,None,0,343.3824668527193,None,343.3824668527193,None,3.1,1.7,345.38264981480825,None,348.4826111698178,None,349.23261630124966,None,,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/lu3-iN.wav,3,0,32,32,30,,,,,,,,352.33265788354265,352.63265954683425,3,1,352.33282219553075,None,352.33282219553075,None,2.6,2.7,354.3326724992762,None,356.934459582365,None,357.6991161904816,None,0.9196159424034249,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/di3-iN.wav,3,0,33,33,26,,,,,,,,360.2989426065267,360.5992571102181,3,1,360.2992916500632,None,360.2992916500632,None,2.6,1.4,362.2994084343752,None,364.8999342468933,None,365.64997901421293,None,0.9069313966483605,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/mi1-aN.wav,1,0,34,34,16,,,,,,,,368.25016816940933,368.5500289837428,1,1,368.2500479523462,None,368.2500479523462,None,2.2,1.4,370.2500575074264,None,372.4501366376451,None,373.20012195113304,None,1.5555751768927166,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/null.wav,0,0,35,35,44,,,,,,,,375.40017301772787,375.7002482905252,None,0,375.40097079613633,None,375.40097079613633,None,3.2,2.9,377.4165806119638,None,380.6169209143716,None,381.3669610810971,None,,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/ma4-aN.wav,4,0,36,36,15,,,,,,,,384.56713070146316,None,4,1,384.56694041381274,None,384.56694041381274,None,3.0,2.0,386.566983588619,None,389.5837821271873,None,390.3335225475116,None,1.0971723333011596,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/bu4-iN.wav,4,0,37,37,23,,,,,,,,393.3338080320709,393.63379518579677,4,1,393.3338003526178,None,393.3338003526178,None,3.6,2.6,395.3337798268901,None,398.9338724757779,None,399.6838730066156,None,1.822875003273566,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/mi1-iN.wav,1,0,38,38,36,,,,,,,,403.28389583264016,403.58405462391556,1,1,403.2839139872924,None,403.2839139872924,None,3.7,2.6,405.28397485669143,None,408.98406424977406,None,409.73393207116624,None,1.1890260259146999,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/lu1-iN.wav,1,0,39,39,28,,,,,,,,413.4347411741139,413.7347587625393,1,1,413.43476605271144,None,413.43476605271144,None,3.1,1.2,415.4348679735656,None,418.53484808484336,None,419.28485746297747,None,1.511836974762673,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/ma1-aN.wav,1,0,40,40,12,,,,,,,,422.3848983374867,422.6849421139093,1,1,422.3849561280267,None,422.3849561280267,None,2.5,1.8,424.38486305446895,None,426.8850208902361,None,427.63502389831683,None,1.2711324751692246,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/ma2-iN.wav,2,0,41,41,33,,,,,,,,430.13509067770997,None,2,1,430.13514422154753,None,430.13514422154753,None,3.2,1.4,432.1350819365812,None,435.3348464569408,None,436.0851028515897,None,1.7525581072732166,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/lu2-aN.wav,2,0,42,42,9,,,,,,,,439.28560796143415,439.58529112205656,2,1,439.28525028293643,None,439.28525028293643,None,2.5,1.4,441.2857347608858,None,443.78579739974407,None,444.53643953651476,None,1.806007809685525,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/null.wav,0,0,43,43,41,,,,,,,,447.0365459517957,447.3364750672572,None,0,447.03647952629444,None,447.03647952629444,None,2.6,1.4,449.0364883735908,None,451.6365827919378,None,452.3865932317474,None,,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
stimuli/bu1-aN.wav,1,0,44,44,0,,,,,,,,454.98666312538876,455.2864570541617,1,1,454.98746054990534,None,454.98746054990534,None,2.2,1.6,456.98674179554814,None,459.1883097488005,None,459.9531740914356,None,1.1342343655887817,Subj_041,Run1,group mand,2022_Mar_31_1238,Tone_Learning,2021.1.4,60.027233717153905,
