Soundfile,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruc.started,Instruc.stopped,Trigger.keys,Trigger.corr,Trigger.rt,Trigger.started,Trigger.stopped,Tone.started,Tone.stopped,Response.keys,Response.corr,Response.rt,Response.started,Response.stopped,Response_screen.started,Response_screen.stopped,jitter_pre_fb,jitter_post_fb,jitter_cross_pre_fb.started,jitter_cross_pre_fb.stopped,FB_text.started,FB_text.stopped,jitter_cross_post_fb.started,jitter_cross_post_fb.stopped,participant,session,Group_ID,date,expName,psychopyVersion,frameRate,
,,,,,,16.70119836744857,None,5,1,22.298960881688345,16.70119836744857,None,,,,,,,,,,,,,,,,,,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/ma4-aN.wav,4,0,0,0,15,,,,,,,,39.07018215624053,39.37023690255478,4,1,1.4329233788703277,39.06965274133245,None,39.06965274133245,None,2.3,1.5,41.05368288400905,None,43.370603529456275,None,44.12079931742278,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/di3-iN.wav,3,0,1,1,26,,,,,,,,46.42158501727513,None,3,1,0.9483190545838625,46.421653848290816,None,46.421653848290816,None,2.5,2.1,48.42165844882152,None,50.921716309341036,None,51.67169445682066,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/mi2-aN.wav,2,0,2,2,17,,,,,,,,54.171759572023255,None,3,0,1.3595990602177608,54.17263809642782,None,54.17263809642782,None,2.4,1.3,56.17184149685704,None,58.573461803740656,None,59.338516597829766,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/mi1-aN.wav,1,0,3,3,16,,,,,,,,61.73860581273507,62.03858925082477,1,1,0.964131786092139,61.73859360363463,None,61.73859360363463,None,3.2,2.3,63.738718525735294,None,66.93856345246468,None,67.68858442026772,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/di2-iN.wav,2,0,4,4,25,,,,,,,,70.88879756639008,None,3,0,1.4284385692915293,70.88881968432588,None,70.88881968432588,None,4.0,2.8,72.88902564654268,None,76.8906025668839,None,77.65528224078412,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/lu3-iN.wav,3,0,5,5,30,,,,,,,,81.65548837994439,81.95482420487792,3,1,1.2645676686738625,81.6554464443384,None,81.6554464443384,None,3.6,1.3,83.65598258309888,None,87.27283482219491,None,88.02283668010136,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/lu2-iN.wav,2,0,6,6,29,,,,,,,,91.62285009241774,91.9228522865169,1,0,1.508410654687168,91.6228799958667,None,91.6228799958667,None,2.5,1.9,93.62290618350244,None,96.12501163403408,None,96.88995141485793,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/ma1-aN.wav,1,0,7,7,12,,,,,,,,99.38999246574636,None,2,0,1.292291881726669,99.39036705510489,None,99.39036705510489,None,3.0,2.0,101.39010588652059,None,104.39017418670574,None,105.14025602306788,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/bu3-aN.wav,3,0,8,8,2,,,,,,,,108.14128424166088,None,4,0,1.3137289388594127,108.14134387161539,None,108.14134387161539,None,2.9,3.0,110.14131591454475,None,113.04141574605933,None,113.7914112340004,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/bu3-iN.wav,3,0,9,9,22,,,,,,,,116.69145426665605,116.99148512559987,3,1,1.445759920955652,116.69167526906904,None,116.69167526906904,None,2.9,2.8,118.69151318883655,None,121.593516578366,None,122.35852996767949,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/null.wav,0,0,10,10,40,,,,,,,,125.25845374042606,125.55853839018937,None,0,,125.25911922487421,None,125.25911922487421,None,3.2,2.8,127.25865846403849,None,130.45863149785146,None,131.20874058351,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/ma1-iN.wav,1,0,11,11,32,,,,,,,,134.4094696968356,None,1,1,1.2681571442171844,134.41025337953215,None,134.41025337953215,None,2.0,2.3,136.4095473750258,None,138.41120887435272,None,139.17633550749701,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/bu4-iN.wav,4,0,12,12,23,,,,,,,,141.1762705692378,141.47612448469636,3,0,1.705620185146472,141.17640663877796,None,141.17640663877796,None,2.8,1.6,143.1763910677514,None,145.9779715977395,None,146.74316759272983,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/lu4-iN.wav,4,0,13,13,31,,,,,,,,149.54315934716342,None,1,0,1.3362987881848767,149.54317084849004,None,149.54317084849004,None,3.1,2.6,151.54354242980912,None,154.64325220710452,None,155.39328272985585,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/ma4-iN.wav,4,0,14,14,35,,,,,,,,158.49338726806687,None,4,1,1.4015612077594142,158.4933938149759,None,158.4933938149759,None,2.1,2.6,160.49344583636048,None,162.59576022175975,None,163.3607913054218,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/null.wav,0,0,15,15,42,,,,,,,,165.46051541513944,165.76082832199904,None,0,,165.46058566170313,None,165.46058566170313,None,3.0,1.1,167.46084683028744,None,170.46090699107253,None,171.2113869502764,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/mi2-iN.wav,2,0,16,16,37,,,,,,,,174.21098263441255,None,2,1,1.502006008293165,174.21100227513944,None,174.21100227513944,None,2.6,2.4,176.2111190578396,None,178.81276831267746,None,179.5778174445752,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/bu1-iN.wav,1,0,17,17,20,,,,,,,,182.17788500159796,182.47759523894638,4,0,1.5466258469843979,182.17788376299336,None,182.17788376299336,None,3.3,1.6,184.17790888896843,None,187.49474672486463,None,188.24476344602385,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/di1-iN.wav,1,0,18,18,24,,,,,,,,191.54488702335416,None,1,1,1.8859319666455576,191.54500999907646,None,191.54500999907646,None,2.6,1.8,193.54501495349405,None,196.1629019580921,None,196.91279694213358,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/mi3-iN.wav,3,0,19,19,38,,,,,,,,199.51277815073527,199.81319863923386,3,1,1.2141108182893277,199.5136159781382,None,199.5136159781382,None,2.6,2.4,201.5130437429068,None,204.11298195424183,None,204.86325913621158,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/null.wav,0,0,20,20,41,,,,,,,,207.46300607163872,207.76314946663933,None,0,,207.46367120219998,None,207.46367120219998,None,2.2,1.8,209.46317646821512,None,211.663185598499,None,212.41321612125012,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/ma2-aN.wav,2,0,21,21,13,,,,,,,,214.61314721945715,None,3,0,0.965766036122659,214.613552243095,None,214.613552243095,None,2.2,2.4,216.6132914283976,None,218.81527914073422,None,219.5800770128826,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/null.wav,0,0,22,22,44,,,,,,,,221.78110869956814,222.08092333357285,None,0,,221.78122070479435,None,221.78122070479435,None,3.4,2.9,223.78122672087284,None,227.18148916345012,None,227.93134380437687,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/ma3-iN.wav,3,0,23,23,34,,,,,,,,231.3313240220954,None,3,1,0.9379076999082372,231.33189112596574,None,231.33189112596574,None,2.0,1.3,233.33147566266234,None,235.34823150294733,None,236.0981381652589,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/lu2-aN.wav,2,0,24,24,9,,,,,,,,238.09819425634365,238.39818335662494,3,0,1.9459511968634615,238.09821708205322,None,238.09821708205322,None,3.2,3.0,240.09826485679446,None,243.30035342691758,None,244.0652521568527,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
stimuli/mi3-aN.wav,3,0,25,25,18,,,,,,,,247.26652094780835,247.5662821448807,3,1,1.0116304952894097,247.26628932878612,None,247.26628932878612,None,2.7,2.3,249.26634099628382,None,251.96791059116458,None,252.73303474709996,None,Subj_043,Run3,group_mand,2022_Jun_01_1717,Tone_Learning,2021.1.4,59.99696380346827,
