Soundfile,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruc.started,Instruc.stopped,Trigger.keys,Trigger.corr,Trigger.rt,Trigger.started,Trigger.stopped,Tone.started,Tone.stopped,Response.keys,Response.corr,Response.rt,Response.started,Response.stopped,Response_screen.started,Response_screen.stopped,jitter_pre_fb,jitter_post_fb,jitter_cross_pre_fb.started,jitter_cross_pre_fb.stopped,FB_text.started,FB_text.stopped,jitter_cross_post_fb.started,jitter_cross_post_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,11.797290391623847,None,5,1,23.028028588799316,11.797290391623847,None,,,,,,,,,,,,,,,,,,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/bu3-aN.wav,3,0,0,0,2,,,,,,,,34.898637728693934,35.1990726617837,3,1,1.220036153591991,34.89804871109072,None,34.89804871109072,None,4.0,1.0,36.88196184904291,None,40.89901342028725,None,41.64898103918222,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/di3-iN.wav,3,0,1,1,26,,,,,,,,45.64893630725196,None,1,0,1.2693000231447513,45.649370320222715,None,45.649370320222715,None,3.2,2.1,47.64927264607104,None,50.85123518874116,None,51.616066973325815,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/ma1-aN.wav,1,0,2,2,12,,,,,,,,54.816779428408196,None,4,0,0.8774854709699866,54.81685884174067,None,54.81685884174067,None,2.6,2.5,56.81666278565308,None,59.41702863905266,None,60.1668639023942,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/ma2-iN.wav,2,0,3,3,33,,,,,,,,62.76691146545913,None,1,0,0.9992373630525435,62.76701069673527,None,62.76701069673527,None,3.3,2.6,64.76694699620157,None,68.06696341678344,None,68.81696748653985,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/mi1-aN.wav,1,0,4,4,16,,,,,,,,72.11710479657954,None,1,1,1.038821582590117,72.11785908167894,None,72.11785908167894,None,2.8,2.1,74.11729851698101,None,76.91903449808615,None,77.68385955872554,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/lu1-aN.wav,1,0,5,5,8,,,,,,,,80.48392679817793,None,2,0,0.775196923123076,80.4839414493008,None,80.4839414493008,None,3.3,1.5,82.48368700105675,None,85.78446570469441,None,86.53508094568406,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/bu4-aN.wav,4,0,6,6,3,,,,,,,,89.83478933879591,None,2,0,1.0310879838852998,89.83483300905073,None,89.83483300905073,None,3.7,1.9,91.83527714332831,None,95.53522462577712,None,96.28573900758829,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/bu3-iN.wav,3,0,7,7,22,,,,,,,,99.9853423655973,100.28540776481213,2,0,0.8628393026629055,99.98540903882304,None,99.98540903882304,None,2.6,2.6,101.98575620673273,None,104.5855653882445,None,105.33575418954888,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/bu1-aN.wav,1,0,8,8,0,,,,,,,,107.93545529248836,108.23554864915968,3,0,0.6910223298682467,107.93634547206011,None,107.93634547206011,None,3.3,1.1,109.93563981170155,None,113.23564172271745,None,113.98559943264081,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/bu1-iN.wav,1,0,9,9,20,,,,,,,,117.28558386139916,None,1,1,0.817677039708542,117.28566964478478,None,117.28566964478478,None,2.6,2.9,119.28565442743502,None,121.9023937952852,None,122.65239007942046,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/lu2-iN.wav,2,0,10,10,29,,,,,,,,125.2535552329637,None,2,1,0.7091529173781055,125.25318272639743,None,125.25318272639743,None,3.6,1.3,127.25371108693662,None,130.8537414508578,None,131.60366943386543,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/mi4-aN.wav,4,0,11,11,19,,,,,,,,135.20407371992047,135.50392713791416,2,0,1.0376537394690786,135.2048655175563,None,135.2048655175563,None,2.0,1.8,137.22048842738286,None,139.23725936238634,None,139.9874067583437,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/null.wav,0,0,12,12,42,,,,,,,,141.98742289581247,142.28746599984015,None,0,,141.98749664687466,None,141.98749664687466,None,3.9,1.6,143.98751434146743,None,147.88760182353417,None,148.6376104938845,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/null.wav,0,0,13,13,41,,,,,,,,152.53904085398386,152.8390690945539,None,0,,152.5390834625632,None,152.5390834625632,None,2.0,2.1,154.5391252218019,None,156.5393885173421,None,157.2894116972584,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/null.wav,0,0,14,14,40,,,,,,,,159.28961645908572,159.58927417488349,None,0,,159.28948282952115,None,159.28948282952115,None,2.8,1.9,161.2894481481194,None,164.08950668183252,None,164.83953233899183,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/null.wav,0,0,15,15,44,,,,,,,,167.63970256097406,167.93956164123756,None,0,,167.63957034697705,None,167.63957034697705,None,3.3,2.1,169.64009056800387,None,172.93941052941545,None,173.6896761252524,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/ma4-aN.wav,4,0,16,16,15,,,,,,,,176.98972000784266,None,2,0,1.3269762559798437,176.98972404220967,None,176.98972404220967,None,3.8,2.6,178.9896946691856,None,182.7925892922235,None,183.5576104089505,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/bu2-aN.wav,2,0,17,17,1,,,,,,,,187.357940590051,187.6577780829116,3,0,0.99741411221612,187.3577018546057,None,187.3577018546057,None,2.3,2.2,189.3577666168153,None,191.65773632367245,None,192.40748276015847,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/lu3-iN.wav,3,0,18,18,30,,,,,,,,194.7078462070936,None,2,0,1.234928276737719,194.70797021079943,None,194.70797021079943,None,3.0,1.5,196.70784068638068,None,199.70787855280923,None,200.45764409945514,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/ma2-aN.wav,2,0,19,19,13,,,,,,,,203.45772818415986,None,3,0,1.0765959991817908,203.45789536267193,None,203.45789536267193,None,3.9,2.8,205.4579622482329,None,209.35802778900415,None,210.1080141641678,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/di1-iN.wav,1,0,20,20,24,,,,,,,,214.0090591360368,None,1,1,0.7867989136934739,214.00910669910218,None,214.00910669910218,None,3.7,1.8,216.00902919678583,None,219.72591854400434,None,220.4758868706831,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/di2-aN.wav,2,0,21,21,5,,,,,,,,224.1761958890507,224.47594667840667,3,0,1.2379048611292092,224.17603005532783,None,224.17603005532783,None,2.5,1.9,226.1759713092797,None,228.69274755266088,None,229.44267518177685,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/lu1-iN.wav,1,0,22,22,28,,,,,,,,231.94241492970656,232.2427351310571,1,1,1.0947814399291929,231.94247629455413,None,231.94247629455413,None,3.4,1.5,233.94274277512113,None,237.35960933170372,None,238.10960986254167,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/mi1-iN.wav,1,0,23,23,36,,,,,,,,241.5094852218304,None,2,0,0.7801556557933509,241.50956286570317,None,241.50956286570317,None,2.3,2.0,243.5095826836473,None,245.81077402518758,None,246.5762520162989,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/mi2-aN.wav,2,0,24,24,17,,,,,,,,248.87607507037143,None,3,0,0.7416458519273874,248.87603486825674,None,248.87603486825674,None,3.8,2.7,250.87632612125344,None,254.6752419381669,None,255.42665202026274,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
stimuli/di4-aN.wav,4,0,25,25,7,,,,,,,,259.227417134453,None,2,0,0.927471633798632,259.22747920708434,None,259.22747920708434,None,3.4,2.4,261.227499025028,None,264.6275868609864,None,265.3775619116109,None,Subj_018,Run3,2021_Oct_20_1030,Tone_Learning,2021.1.4,60.0908043093647,
