Soundfile,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruc.started,Instruc.stopped,Trigger.keys,Trigger.corr,Trigger.rt,Trigger.started,Trigger.stopped,Tone.started,Tone.stopped,Response.keys,Response.corr,Response.rt,Response.started,Response.stopped,Response_screen.started,Response_screen.stopped,jitter_pre_fb,jitter_post_fb,jitter_cross_pre_fb.started,jitter_cross_pre_fb.stopped,FB_text.started,FB_text.stopped,jitter_cross_post_fb.started,jitter_cross_post_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,10.357374762179461,None,5,1,22.01063466852429,10.357374762179461,None,,,,,,,,,,,,,,,,,,Subj_013,Run2,2021_Oct_18_1318,Tone_Learning,2021.1.4,60.00229335431613,
stimuli/mi4-aN.wav,4,0,0,0,19,,,,,,,,32.421617644559596,32.72202038175783,1,0,1.6138613791299576,32.43828105535431,None,32.43828105535431,None,3.8,1.2,34.42215811929418,None,38.238873411701206,None,38.988767241964524,None,Subj_013,Run2,2021_Oct_18_1318,Tone_Learning,2021.1.4,60.00229335431613,
stimuli/lu4-iN.wav,4,0,1,1,31,,,,,,,,42.78880843582156,None,2,0,0.9130583112491877,42.788836535411974,None,42.788836535411974,None,3.5,2.2,44.78915469071944,None,48.28910514484414,None,49.039298727660935,None,Subj_013,Run2,2021_Oct_18_1318,Tone_Learning,2021.1.4,60.00229335431613,
stimuli/lu1-iN.wav,1,0,2,2,28,,,,,,,,52.53948190584524,None,3,0,1.477169967836744,52.53938684854256,None,52.53938684854256,None,3.5,2.2,54.53964837999047,None,58.0396175907681,None,58.78998706144739,None,Subj_013,Run2,2021_Oct_18_1318,Tone_Learning,2021.1.4,60.00229335431613,
stimuli/di4-aN.wav,4,0,3,3,7,,,,,,,,62.2897621939479,None,4,1,1.5193876554312737,62.28980975798913,None,62.28980975798913,None,3.1,1.2,64.2904060780038,None,67.40667043215217,None,68.15653524268964,None,Subj_013,Run2,2021_Oct_18_1318,Tone_Learning,2021.1.4,60.00229335431613,
stimuli/lu4-aN.wav,4,0,4,4,11,,,,,,,,71.25681701716857,None,2,0,1.2335245804169972,71.25669824862416,None,71.25669824862416,None,3.8,2.5,73.25697181264331,None,77.05643770809183,None,77.8065905925123,None,Subj_013,Run2,2021_Oct_18_1318,Tone_Learning,2021.1.4,60.00229335431613,
stimuli/mi2-iN.wav,2,0,5,5,37,,,,,,,,81.60680448913953,None,3,0,1.4333307144806895,81.60683541992148,None,81.60683541992148,None,2.9,1.3,83.60665103848078,None,86.5069240362609,None,87.25691766607815,None,Subj_013,Run2,2021_Oct_18_1318,Tone_Learning,2021.1.4,60.00229335431613,
stimuli/lu2-aN.wav,2,0,6,6,9,,,,,,,,90.15696261126467,None,1,0,1.4694701847074612,90.15700628241757,None,90.15700628241757,None,2.3,1.9,92.15678049477901,None,94.45705009512858,None,95.2070713290741,None,Subj_013,Run2,2021_Oct_18_1318,Tone_Learning,2021.1.4,60.00229335431613,
stimuli/bu3-aN.wav,3,0,7,7,2,,,,,,,,97.50714649724759,None,2,0,1.355070878915285,97.50722662000771,None,97.50722662000771,None,2.1,1.2,99.50722626610877,None,101.60730645964941,None,102.3582984388795,None,Subj_013,Run2,2021_Oct_18_1318,Tone_Learning,2021.1.4,60.00229335431613,
stimuli/null.wav,0,0,8,8,42,,,,,,,,104.45804511788955,104.75812552377101,None,0,,104.4581209938624,None,104.4581209938624,None,2.5,2.5,106.4581730170321,None,108.95949589193879,None,109.70961444814384,None,Subj_013,Run2,2021_Oct_18_1318,Tone_Learning,2021.1.4,60.00229335431613,
stimuli/mi2-aN.wav,2,0,9,9,17,,,,,,,,112.20941152238774,112.50956589318412,4,0,1.1492590768048103,112.21019519659785,None,112.21019519659785,None,3.8,1.6,114.20952172657417,None,118.01097299608045,None,118.7762448047597,None,Subj_013,Run2,2021_Oct_18_1318,Tone_Learning,2021.1.4,60.00229335431613,
stimuli/lu2-iN.wav,2,0,10,10,29,,,,,,,,122.57638261307656,None,1,0,0.9245886984426761,122.57645813514864,None,122.57645813514864,None,2.9,2.5,124.57635196541378,None,127.47639563656594,None,128.22639528266518,None,Subj_013,Run2,2021_Oct_18_1318,Tone_Learning,2021.1.4,60.00229335431613,
stimuli/di3-aN.wav,3,0,11,11,6,,,,,,,,131.12663664186547,None,2,0,1.071079930239648,131.12665837127133,None,131.12665837127133,None,2.7,2.1,133.12686150936497,None,135.82737791896034,None,136.5774798419061,None,Subj_013,Run2,2021_Oct_18_1318,Tone_Learning,2021.1.4,60.00229335431613,
stimuli/null.wav,0,0,12,12,43,,,,,,,,139.27745075139828,139.57747878020928,None,0,,139.27749831543952,None,139.27749831543952,None,4.0,2.1,141.27758395902674,None,145.27792653337383,None,146.0277520611089,None,Subj_013,Run2,2021_Oct_18_1318,Tone_Learning,2021.1.4,60.00229335431613,
