Soundfile,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruc.started,Instruc.stopped,Trigger.keys,Trigger.corr,Trigger.rt,Trigger.started,Trigger.stopped,Tone.started,Tone.stopped,Response.keys,Response.corr,Response.started,Response.stopped,Response_screen.started,Response_screen.stopped,jitter_pre_fb,jitter_post_fb,jitter_cross_pre_fb.started,jitter_cross_pre_fb.stopped,FB_text.started,FB_text.stopped,jitter_cross_post_fb.started,jitter_cross_post_fb.stopped,Response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,11.724722755430093,None,5,1,32.18395570032408,11.724722755430093,None,,,,,,,,,,,,,,,,,,Subj_009,Run1,2021_Oct_12_1037,Tone_Learning,2021.1.4,59.99426738204121,
stimuli/null.wav,0,0,0,0,40,,,,,,,,43.99198577750201,44.29205524789927,None,0,43.99172831589317,None,43.99172831589317,None,4.0,1.6,45.9587544732849,None,49.95892186756805,None,50.708834808384836,None,,Subj_009,Run1,2021_Oct_12_1037,Tone_Learning,2021.1.4,59.99426738204121,
stimuli/lu2-aN.wav,2,0,1,1,9,,,,,,,,54.709008537462275,None,None,0,54.709084307263765,None,54.709084307263765,None,2.1,1.4,56.708950887295714,None,58.81050294727174,None,59.57572839516661,None,,Subj_009,Run1,2021_Oct_12_1037,Tone_Learning,2021.1.4,59.99426738204121,
stimuli/ma4-iN.wav,4,0,2,2,35,,,,,,,,61.675728572115965,61.975796131457855,1,0,61.67576789030818,None,61.67576789030818,None,3.9,2.5,63.67560049602503,None,67.59266954598979,None,68.34269325723085,None,1.0720046686371916,Subj_009,Run1,2021_Oct_12_1037,Tone_Learning,2021.1.4,59.99426738204121,
stimuli/bu3-iN.wav,3,0,3,3,22,,,,,,,,72.2426462948176,None,None,0,72.24342384657189,None,72.24342384657189,None,2.3,1.2,74.24278116577193,None,76.55941116848999,None,77.30938073316565,None,,Subj_009,Run1,2021_Oct_12_1037,Tone_Learning,2021.1.4,59.99426738204121,
stimuli/lu3-aN.wav,3,0,4,4,10,,,,,,,,79.60916899532273,None,1,0,79.60915522864707,None,79.60915522864707,None,2.1,1.8,81.60940401972766,None,83.72711723686893,None,84.47705848961505,None,1.6003926864625555,Subj_009,Run1,2021_Oct_12_1037,Tone_Learning,2021.1.4,59.99426738204121,
stimuli/ma4-aN.wav,4,0,5,5,15,,,,,,,,86.57708980968707,86.87710180686736,1,0,86.57712311159435,None,86.57712311159435,None,3.0,2.7,88.57731280152188,None,91.57727068752683,None,92.327339697855,None,0.7870026301784492,Subj_009,Run1,2021_Oct_12_1037,Tone_Learning,2021.1.4,59.99426738204121,
stimuli/di1-aN.wav,1,0,6,6,4,,,,,,,,95.3279582781249,None,1,1,95.3274306499286,None,95.3274306499286,None,3.8,2.3,97.32742781873571,None,101.1441707152726,None,101.89414134164576,None,1.0407688246018552,Subj_009,Run1,2021_Oct_12_1037,Tone_Learning,2021.1.4,59.99426738204121,
stimuli/mi1-iN.wav,1,0,7,7,36,,,,,,,,105.69418830405877,105.99420384023006,2,0,105.69419187843982,None,105.69419187843982,None,2.1,2.7,107.69424814839977,None,109.7955560179837,None,110.56043995322875,None,0.7194464734659505,Subj_009,Run1,2021_Oct_12_1037,Tone_Learning,2021.1.4,59.99426738204121,
stimuli/bu2-iN.wav,2,0,8,8,21,,,,,,,,112.66108882726323,None,3,0,112.66194954531034,None,112.66194954531034,None,3.9,1.2,114.66119113949844,None,118.56119446615025,None,119.31122490147436,None,1.4124857024755784,Subj_009,Run1,2021_Oct_12_1037,Tone_Learning,2021.1.4,59.99426738204121,
stimuli/di3-aN.wav,3,0,9,9,6,,,,,,,,123.2112005886049,None,4,0,123.21147418801388,None,123.21147418801388,None,3.2,2.2,125.21126467973545,None,128.4113280984575,None,129.16060225136448,None,1.5637202441619138,Subj_009,Run1,2021_Oct_12_1037,Tone_Learning,2021.1.4,59.99426738204121,
stimuli/di2-aN.wav,2,0,10,10,5,,,,,,,,132.36136989394342,132.66141020305304,1,0,132.36142513759592,None,132.36142513759592,None,2.1,1.8,134.36139257887703,None,136.46199760481068,None,137.21248881678775,None,0.7885527083192301,Subj_009,Run1,2021_Oct_12_1037,Tone_Learning,2021.1.4,59.99426738204121,
stimuli/bu3-aN.wav,3,0,11,11,2,,,,,,,,139.34580746330758,139.64587438563103,3,1,139.34590559953335,None,139.34590559953335,None,3.1,1.6,141.3293279031052,None,144.43122182962998,None,145.19611213505914,None,1.5129229802269037,Subj_009,Run1,2021_Oct_12_1037,Tone_Learning,2021.1.4,59.99426738204121,
