Soundfile,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruc.started,Instruc.stopped,Trigger.keys,Trigger.corr,Trigger.rt,Trigger.started,Trigger.stopped,Tone.started,Tone.stopped,Response.keys,Response.corr,Response.rt,Response.started,Response.stopped,Response_screen.started,Response_screen.stopped,jitter_pre_fb,jitter_post_fb,jitter_cross_pre_fb.started,jitter_cross_pre_fb.stopped,FB_text.started,FB_text.stopped,jitter_cross_post_fb.started,jitter_cross_post_fb.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,12.309555213535077,None,5,1,25.480524600513945,12.309555213535077,None,,,,,,,,,,,,,,,,,,Subj_005,Run2,2021_Oct_05_1212,Tone_Learning,2021.1.4,59.98647716294807,
stimuli/ma1-aN.wav,1,0,0,0,12,,,,,,,,37.84333103419224,38.1429245852255,1,1,1.4968356435040278,37.859293985581644,None,37.859293985581644,None,2.9,1.9,39.843224653208836,None,42.76001745412532,None,43.509648429606386,None,Subj_005,Run2,2021_Oct_05_1212,Tone_Learning,2021.1.4,59.98647716294807,
stimuli/di3-iN.wav,3,0,1,1,26,,,,,,,,46.409882531470956,None,4,0,1.9634358721914396,46.410328369005356,None,46.410328369005356,None,2.9,1.1,48.40978903228324,None,51.311822975815176,None,52.07670401561654,None,Subj_005,Run2,2021_Oct_05_1212,Tone_Learning,2021.1.4,59.98647716294807,
stimuli/null.wav,0,0,2,2,42,,,,,,,,54.97668225104424,55.2766641669848,None,0,,54.976682180265016,None,54.976682180265016,None,3.9,2.4,56.97667191729602,None,60.87672723116066,None,61.62670714759179,None,Subj_005,Run2,2021_Oct_05_1212,Tone_Learning,2021.1.4,59.98647716294807,
stimuli/null.wav,0,0,3,3,44,,,,,,,,65.52673386670092,65.8270912657531,None,0,,65.52673556539935,None,65.52673556539935,None,2.4,2.7,67.52706893494792,None,69.92737462986952,None,70.67739949102747,None,Subj_005,Run2,2021_Oct_05_1212,Tone_Learning,2021.1.4,59.98647716294807,
stimuli/null.wav,0,0,4,4,43,,,,,,,,73.07812603846203,73.37848131414125,None,0,,73.07824487656649,None,73.07824487656649,None,2.6,2.6,75.07832521084197,None,77.67813170078989,None,78.42871005448933,None,Subj_005,Run2,2021_Oct_05_1212,Tone_Learning,2021.1.4,59.98647716294807,
stimuli/bu4-aN.wav,4,0,5,5,3,,,,,,,,81.02833789799531,None,1,0,1.6801573985567302,81.02884602113522,None,81.02884602113522,None,3.6,1.0,83.02853246973382,None,86.62994847635605,None,87.39510307736896,None,Subj_005,Run2,2021_Oct_05_1212,Tone_Learning,2021.1.4,59.98647716294807,
stimuli/lu1-aN.wav,1,0,6,6,8,,,,,,,,90.99508340077985,91.29508584265864,3,0,1.601989671206411,90.9951102260577,None,90.9951102260577,None,2.0,1.8,92.99517958957313,None,94.99509359296985,None,95.74486011042245,None,Subj_005,Run2,2021_Oct_05_1212,Tone_Learning,2021.1.4,59.98647716294807,
stimuli/di2-iN.wav,2,0,7,7,25,,,,,,,,97.74515533003758,None,3,0,1.232965506160781,97.74522816172885,None,97.74522816172885,None,2.2,2.1,99.74509863598064,None,101.94510196259807,None,102.69518344703397,None,Subj_005,Run2,2021_Oct_05_1212,Tone_Learning,2021.1.4,59.98647716294807,
stimuli/lu4-aN.wav,4,0,8,8,11,,,,,,,,104.89511571143778,105.19518291619079,1,0,1.3874971555649154,104.89514005944739,None,104.89514005944739,None,3.5,2.9,106.89565356179878,None,110.39519225903155,None,111.14491843239875,None,Subj_005,Run2,2021_Oct_05_1212,Tone_Learning,2021.1.4,59.98647716294807,
stimuli/ma3-aN.wav,3,0,9,9,14,,,,,,,,114.64535114041048,None,2,0,1.3099830731787279,114.64537513452456,None,114.64537513452456,None,3.9,2.8,116.64562710811106,None,120.54564915579999,None,121.29564393584155,None,Subj_005,Run2,2021_Oct_05_1212,Tone_Learning,2021.1.4,59.98647716294807,
stimuli/mi1-iN.wav,1,0,10,10,36,,,,,,,,125.19566640820501,None,2,0,1.2981519931570347,125.19575870414792,None,125.19575870414792,None,3.5,2.7,127.19564970433794,None,130.69590716330458,None,131.44598404709927,None,Subj_005,Run2,2021_Oct_05_1212,Tone_Learning,2021.1.4,59.98647716294807,
stimuli/di1-iN.wav,1,0,11,11,24,,,,,,,,134.94619450874512,None,1,1,1.7747688797048795,134.9468969205077,None,134.9468969205077,None,3.5,1.8,136.94626592485452,None,140.46288361828397,None,141.21310312195988,None,Subj_005,Run2,2021_Oct_05_1212,Tone_Learning,2021.1.4,59.98647716294807,
