Soundfile,CorrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruc.started,Instruc.stopped,Trigger.keys,Trigger.corr,Trigger.rt,Trigger.started,Trigger.stopped,Tone.started,Tone.stopped,Response.keys,Response.corr,Response.rt,Response.started,Response.stopped,Response_screen.started,Response_screen.stopped,jitter_pre_fb,jitter_post_fb,jitter_cross_pre_fb.started,jitter_cross_pre_fb.stopped,FB_text.started,FB_text.stopped,jitter_cross_post_fb.started,jitter_cross_post_fb.stopped,participant,session,Group_ID,date,expName,psychopyVersion,frameRate,
,,,,,,18.541836947028514,None,5,1,33.34362105111177,18.541836947028514,None,,,,,,,,,,,,,,,,,,Subj_042,Run1,group_mand,2022_May_30_1208,Tone_Learning,2021.1.4,60.04696262329662,
stimuli/lu4-iN.wav,4,0,0,0,31,,,,,,,,51.959467847623095,52.25940888944888,4,1,1.737204023594586,51.95919676742187,None,51.95919676742187,None,2.8,1.4,53.94384853199108,None,56.76079720228245,None,57.51086408760648,None,Subj_042,Run1,group_mand,2022_May_30_1208,Tone_Learning,2021.1.4,60.04696262329662,
stimuli/ma4-iN.wav,4,0,1,1,35,,,,,,,,60.31141470599478,60.61144545908837,4,1,1.535397907515744,60.311435408595116,None,60.311435408595116,None,3.2,1.0,62.31142089908053,None,65.51145225378787,None,66.2614872889576,None,Subj_042,Run1,group_mand,2022_May_30_1208,Tone_Learning,2021.1.4,60.04696262329662,
stimuli/ma4-aN.wav,4,0,2,2,15,,,,,,,,69.46149546383022,69.76147914947342,4,1,1.2493194683715956,69.46151864366493,None,69.46151864366493,None,3.0,2.8,71.46149670244722,None,74.4615533249439,None,75.21154801658486,None,Subj_042,Run1,group_mand,2022_May_30_1208,Tone_Learning,2021.1.4,60.04696262329662,
stimuli/lu2-iN.wav,2,0,3,3,29,,,,,,,,78.2115736736534,78.5115725765927,2,1,1.5614431941885414,78.21159543792555,None,78.21159543792555,None,2.1,2.8,80.21159083734756,None,82.31280071853962,None,83.0625972314433,None,Subj_042,Run1,group_mand,2022_May_30_1208,Tone_Learning,2021.1.4,60.04696262329662,
stimuli/null.wav,0,0,4,4,44,,,,,,,,85.16365723996496,85.4636087215631,None,0,,85.16360822611614,None,85.16360822611614,None,3.5,2.8,87.1633753660999,None,90.66364007627044,None,91.41366909530007,None,Subj_042,Run1,group_mand,2022_May_30_1208,Tone_Learning,2021.1.4,60.04696262329662,
stimuli/mi3-aN.wav,3,0,5,5,18,,,,,,,,94.91371563191406,None,2,0,1.742728609790447,94.91380958986929,None,94.91380958986929,None,3.1,1.7,96.91386267345933,None,100.01583058832193,None,100.78070461034531,None,Subj_042,Run1,group_mand,2022_May_30_1208,Tone_Learning,2021.1.4,60.04696262329662,
stimuli/di4-aN.wav,4,0,6,6,7,,,,,,,,103.88102144860177,104.1810023031203,4,1,1.0821259765612012,103.88103365782763,None,103.88103365782763,None,2.5,2.7,105.88077708714081,None,108.38227227493644,None,109.13130686137265,None,Subj_042,Run1,group_mand,2022_May_30_1208,Tone_Learning,2021.1.4,60.04696262329662,
stimuli/mi4-iN.wav,4,0,7,7,39,,,,,,,,111.6313109311147,None,4,1,1.263739448751494,111.63144063202026,None,111.63144063202026,None,3.1,1.4,113.63151211792228,None,116.73179374406345,None,117.48157928635828,None,Subj_042,Run1,group_mand,2022_May_30_1208,Tone_Learning,2021.1.4,60.04696262329662,
stimuli/null.wav,0,0,8,8,40,,,,,,,,120.58165547900508,120.88163314850817,None,0,,120.58165070148198,None,120.58165070148198,None,2.9,2.7,122.58162486746824,None,125.48165714229117,None,126.23168156074235,None,Subj_042,Run1,group_mand,2022_May_30_1208,Tone_Learning,2021.1.4,60.04696262329662,
